ds,y
2001-01-01,0.2177895506406383
2001-01-02,0.14616267773191782
2001-01-03,0.20618948979407145
2001-01-04,0.18700615117473515
2001-01-05,0.33895904271158844
2001-01-06,0.15317352976113283
2001-01-07,0.15571416061575902
2001-01-08,0.3430757734478703
2001-01-09,0.438640769115873
2001-01-10,0.4942618371027871
2001-01-11,0.2797245022455421
2001-01-12,0.3373413022013498
2001-01-13,0.32302202726127033
2001-01-14,0.37044262534702144
2001-01-15,0.3424112578793209
2001-01-16,0.21820690283852723
2001-01-17,0.24642501444922926
2001-01-18,0.19916878709205388
2001-01-19,0.23949439858077715
2001-01-20,0.37065728433200634
2001-01-21,0.4424367193688731
2001-01-22,0.4627947492492739
2001-01-23,0.2103937678898951
2001-01-24,0.16919590327337458
2001-01-25,0.14651640065061142
2001-01-26,0.1839672217013764
2001-01-27,0.1891073095087736
2001-01-28,0.08698726507064047
2001-01-29,0.2000818720893869
2001-01-30,0.4891359407378464
2001-01-31,0.4749370849838782
2001-02-01,0.42380335454344364
2001-02-02,0.5485684109719492
2001-02-03,0.3955146506118748
2001-02-04,0.2137087205199272
2001-02-05,0.3123805854308785
2001-02-06,0.20347537702206264
2001-02-07,0.16598210806183739
2001-02-08,0.11887952110103683
2001-02-09,0.1447415583601089
2001-02-10,0.1712479238430121
2001-02-11,0.34971052327047475
2001-02-12,0.3774500617388583
2001-02-13,0.3540196534307802
2001-02-14,0.20058824440448159
2001-02-15,0.14665966147145854
2001-02-16,0.18506636285327613
2001-02-17,0.20518850893146695
2001-02-18,0.18250946890027994
2001-02-19,0.1558194724124175
2001-02-20,0.29514926429174737
2001-02-21,0.38170140173691647
2001-02-22,0.5183712923005882
2001-02-23,0.527277571536329
2001-02-24,0.19484189527152876
2001-02-25,0.07797717534467452
2001-02-26,0.17122439203008738
2001-02-27,0.13311090311155915
2001-02-28,0.13607958545593002
2001-03-01,0.23200573495529797
2001-03-02,0.21496819333053319
2001-03-03,0.10548222228498859
2001-03-04,0.11655555875464088
2001-03-05,0.2011935025093552
2001-03-06,0.20961558725437796
2001-03-07,0.21220386011573314
2001-03-08,0.11264951671649706
2001-03-09,0.12528690221975466
2001-03-10,0.10841346301876587
2001-03-11,0.12992238840607567
2001-03-12,0.24164029708412146
2001-03-13,0.1557967575764776
2001-03-14,0.2666897901879467
2001-03-15,0.25792989565308716
2001-03-16,0.18103265941394253
2001-03-17,0.09990152863041261
2001-03-18,0.09769641025527827
2001-03-19,0.16433052473018525
2001-03-20,0.21748192415837148
2001-03-21,0.1529369532560424
2001-03-22,0.25471015072719566
2001-03-23,0.3691385796180787
2001-03-24,0.13809156168065156
2001-03-25,0.08691193443482582
2001-03-26,0.17408790700085064
2001-03-27,0.2014149645792875
2001-03-28,0.18182899944102465
2001-03-29,0.13566335575681177
2001-03-30,0.16248770383661507
2001-03-31,0.16251781888018388
2001-04-01,0.12084582965854285
2001-04-02,0.22286319677098393
2001-04-03,0.1676495139227288
2001-04-04,0.173910090611491
2001-04-05,0.16163298351165692
2001-04-06,0.3177707654615005
2001-04-07,0.08467729064621267
2001-04-08,0.05393847422107347
2001-04-09,0.17853345328761136
2001-04-10,0.2279032482926315
2001-04-11,0.11164875933614113
2001-04-12,0.048519314974585295
2001-04-13,0.03956332259162283
2001-04-14,0.049444512224607176
2001-04-15,0.08617787651549978
2001-04-16,0.26399292178778194
2001-04-17,0.14717468562200747
2001-04-18,0.1634302885412512
2001-04-19,0.21435950735722498
2001-04-20,0.12492738802837702
2001-04-21,0.08666233138351881
2001-04-22,0.12394719008912414
2001-04-23,0.12128518656630013
2001-04-24,0.1290358494778644
2001-04-25,0.12018665049476993
2001-04-26,0.17240364348117904
2001-04-27,0.19840417583542694
2001-04-28,0.15747140989863623
2001-04-29,0.22433560946947936
2001-04-30,0.09374286383328319
2001-05-01,0.06930638023449712
2001-05-02,0.1255575332536635
2001-05-03,0.18045912767202063
2001-05-04,0.15063952527499544
2001-05-05,0.21525505955066468
2001-05-06,0.09237171231973804
2001-05-07,0.15320344709368258
2001-05-08,0.22000562577739166
2001-05-09,0.19643657903276343
2001-05-10,0.2334763796704575
2001-05-11,0.3829154379098927
2001-05-12,0.3381682795225792
2001-05-13,0.09641211061058433
2001-05-14,0.1604195646608506
2001-05-15,0.09982115507605009
2001-05-16,0.16407021037411765
2001-05-17,0.19655042250604737
2001-05-18,0.1452253369159054
2001-05-19,0.1276371729096249
2001-05-20,0.12661162808132329
2001-05-21,0.21068779657480377
2001-05-22,0.24477584227140362
2001-05-23,0.1957082978360992
2001-05-24,0.19340673034771402
2001-05-25,0.22124314159712025
2001-05-26,0.1556842349571659
2001-05-27,0.13913289074706314
2001-05-28,0.23348045779991095
2001-05-29,0.2534853500681747
2001-05-30,0.23888612785025734
2001-05-31,0.3182297243209516
2001-06-01,0.2339637800831085
2001-06-02,0.15925666586542905
2001-06-03,0.1654219281375681
2001-06-04,0.224708927807516
2001-06-05,0.27495676485628867
2001-06-06,0.12170031572473608
2001-06-07,0.17866751415719895
2001-06-08,0.26108486383681373
2001-06-09,0.09881576386387302
2001-06-10,0.08662907150110054
2001-06-11,0.10923303508235563
2001-06-12,0.19539711962293987
2001-06-13,0.2148928998200084
2001-06-14,0.21267290505612532
2001-06-15,0.1539768329510669
2001-06-16,0.07874933047520406
2001-06-17,0.07722990806308255
2001-06-18,0.1008738102817636
2001-06-19,0.16796569597832967
2001-06-20,0.38089001951928064
2001-06-21,0.3601338113224086
2001-06-22,0.23552146946080083
2001-06-23,0.2943965230900844
