ds,y
2001-01-01,0.3240971352992772
2001-01-02,0.23447578768328647
2001-01-03,0.28001960939051174
2001-01-04,0.2762521785433001
2001-01-05,0.39697920711382784
2001-01-06,0.20134943980445597
2001-01-07,0.21363588708692305
2001-01-08,0.40996275510614
2001-01-09,0.41048045816751433
2001-01-10,0.5004529301329206
2001-01-11,0.34830498497000373
2001-01-12,0.2749656068037549
2001-01-13,0.3433893799160668
2001-01-14,0.47426541554777013
2001-01-15,0.4242636266203672
2001-01-16,0.28173673871266935
2001-01-17,0.2824030887400141
2001-01-18,0.31262457173916114
2001-01-19,0.30077893959926516
2001-01-20,0.4744140650801012
2001-01-21,0.4760132986687231
2001-01-22,0.5217760883574822
2001-01-23,0.2884566100740942
2001-01-24,0.2356202722109536
2001-01-25,0.22481517433219544
2001-01-26,0.2586759457004364
2001-01-27,0.24798360356268268
2001-01-28,0.15379263751862715
2001-01-29,0.2109294897948768
2001-01-30,0.5205971623072838
2001-01-31,0.5595375662610593
2001-02-01,0.41057784690794064
2001-02-02,0.5460158115138698
2001-02-03,0.4185740317157056
2001-02-04,0.4112852021836573
2001-02-05,0.35669585318338193
2001-02-06,0.3269972023616595
2001-02-07,0.3273611292799089
2001-02-08,0.26027005322819896
2001-02-09,0.2890050713337392
2001-02-10,0.35356401667050097
2001-02-11,0.5332424141133703
2001-02-12,0.45360604034837504
2001-02-13,0.4087453877545566
2001-02-14,0.2218550428935785
2001-02-15,0.1888707755663095
2001-02-16,0.21975092164014598
2001-02-17,0.3152540805624702
2001-02-18,0.2866215885013189
2001-02-19,0.2229647726826236
2001-02-20,0.32471110888070376
2001-02-21,0.3995984668095054
2001-02-22,0.5432325248976326
2001-02-23,0.5478405802316804
2001-02-24,0.23634044563290613
2001-02-25,0.15426933285692424
2001-02-26,0.29677315599601184
2001-02-27,0.20824615064167618
2001-02-28,0.1987839989511514
2001-03-01,0.3160537023061908
2001-03-02,0.2974118651596638
2001-03-03,0.208778920378336
2001-03-04,0.23381231768156596
2001-03-05,0.3223674115665719
2001-03-06,0.37803685772304707
2001-03-07,0.3112420487706329
2001-03-08,0.21237188045413624
2001-03-09,0.21804383660116178
2001-03-10,0.19523338411835245
2001-03-11,0.22631097196361327
2001-03-12,0.398816815927153
2001-03-13,0.20827783123882537
2001-03-14,0.3273943457754337
2001-03-15,0.3425018041726796
2001-03-16,0.32430781649140206
2001-03-17,0.20528725329865172
