ds,y
2001-01-01,0.39582211506703674
2001-01-02,0.23296363666110656
2001-01-03,0.31060793393360603
2001-01-04,0.2843221800103969
2001-01-05,0.5351015973014613
2001-01-06,0.2518628903247063
2001-01-07,0.2671403880489156
2001-01-08,0.5458091374479485
2001-01-09,0.6357273706487032
2001-01-10,0.7411075923837062
2001-01-11,0.4148595962203447
2001-01-12,0.5247043436932958
2001-01-13,0.5328414811441645
2001-01-14,0.6423561642034117
2001-01-15,0.5185278120339615
2001-01-16,0.3506442729497583
2001-01-17,0.38007489878045864
2001-01-18,0.29216819123841364
2001-01-19,0.3615584819153639
2001-01-20,0.5486311416134829
2001-01-21,0.690974711999544
2001-01-22,0.6582710235631487
2001-01-23,0.27732678309400016
2001-01-24,0.21862247605972718
2001-01-25,0.19870015051302
2001-01-26,0.23346867529277837
2001-01-27,0.2734606839721877
2001-01-28,0.12942906597679238
2001-01-29,0.3099484072676158
2001-01-30,0.7352012190085253
2001-01-31,0.6906961664447585
2001-02-01,0.6179645227495119
2001-02-02,0.8199648514915568
2001-02-03,0.5706051236991403
2001-02-04,0.3378209744584911
2001-02-05,0.45633898678864004
2001-02-06,0.26946220395386816
2001-02-07,0.23663631121087098
2001-02-08,0.16905447411517588
2001-02-09,0.23955475420920808
2001-02-10,0.2631982137801853
2001-02-11,0.5560200963093445
2001-02-12,0.5373515259155787
2001-02-13,0.47695198122342497
2001-02-14,0.29015966480868716
2001-02-15,0.2231139536357956
2001-02-16,0.28075918755327384
2001-02-17,0.315525915620232
2001-02-18,0.28362851202455014
2001-02-19,0.2706614486088102
2001-02-20,0.5011058115789915
2001-02-21,0.607850612484735
2001-02-22,0.85289017676927
2001-02-23,0.7961404869944397
2001-02-24,0.2981895764687314
2001-02-25,0.14872121760322365
2001-02-26,0.28494157010126525
2001-02-27,0.21177144267929227
2001-02-28,0.23266897837489853
2001-03-01,0.40217647220928265
2001-03-02,0.32281633678551364
2001-03-03,0.1737487815968799
2001-03-04,0.2082135296083098
2001-03-05,0.34369210012209067
2001-03-06,0.3412823962096794
2001-03-07,0.34941857434901064
2001-03-08,0.1916147307294749
2001-03-09,0.22269605018840027
2001-03-10,0.1723682482002078
2001-03-11,0.21145248568141928
2001-03-12,0.3403392983278455
2001-03-13,0.2645350691023147
2001-03-14,0.42983216573723815
2001-03-15,0.43066634242103274
2001-03-16,0.2934446626583193
2001-03-17,0.16796437104215284
2001-03-18,0.15002117078592572
2001-03-19,0.2654365259181622
2001-03-20,0.3235851580313543
2001-03-21,0.23045244280474678
2001-03-22,0.3924439856017838
2001-03-23,0.579297152298439
2001-03-24,0.20387176927899675
2001-03-25,0.14250195564807666
2001-03-26,0.2814586478315166
2001-03-27,0.3044026492366981
2001-03-28,0.2361241955676984
2001-03-29,0.18969238215949194
2001-03-30,0.24540991089152447
2001-03-31,0.26353616303612953
2001-04-01,0.2264607981426385
2001-04-02,0.3378595108891394
2001-04-03,0.2662331669174113
2001-04-04,0.266008631626875
2001-04-05,0.2617853167672519
2001-04-06,0.4495152072848097
2001-04-07,0.12632512559000197
2001-04-08,0.1134501126321662
2001-04-09,0.2982889644935895
2001-04-10,0.3292940639458592
2001-04-11,0.17374511194688186
2001-04-12,0.07559122421420597
2001-04-13,0.07025931584400502
2001-04-14,0.08753096150666154
2001-04-15,0.14755671632690504
2001-04-16,0.4327859756617352
2001-04-17,0.2317842196576531
2001-04-18,0.23944153923200517
2001-04-19,0.3140702900830284
2001-04-20,0.1690155376925936
2001-04-21,0.15052566625765035
2001-04-22,0.19934150364755565
2001-04-23,0.20114231900595822
2001-04-24,0.20350694155129367
2001-04-25,0.2048058047810281
2001-04-26,0.28568725976946974
2001-04-27,0.32899278041101176
2001-04-28,0.22023713113520985
2001-04-29,0.34796453028686414
2001-04-30,0.16419469199395342
2001-05-01,0.11531408230789045
2001-05-02,0.20403704211730347
2001-05-03,0.2873743031220476
2001-05-04,0.22686755420085472
2001-05-05,0.18954206281437627
2001-05-06,0.15162099493635814
2001-05-07,0.23251615620936839
2001-05-08,0.30982043426038147
2001-05-09,0.273692316716389
2001-05-10,0.30814709552232594
2001-05-11,0.5036838631841455
2001-05-12,0.4835558572751541
2001-05-13,0.14111872259615837
2001-05-14,0.22132050017094987
2001-05-15,0.13013301400947505
2001-05-16,0.2159541125787936
2001-05-17,0.24629906537526752
2001-05-18,0.18534875354743732
2001-05-19,0.1690246899844368
2001-05-20,0.1682627804982726
2001-05-21,0.27315156605472174
2001-05-22,0.2829847515451811
2001-05-23,0.28158988945373775
2001-05-24,0.263154533112847
2001-05-25,0.2563764615799775
2001-05-26,0.18737781364569278
2001-05-27,0.16729528574177727
2001-05-28,0.280036166285787
2001-05-29,0.2725298286097467
2001-05-30,0.23285879624065361
2001-05-31,0.37964889743507046
2001-06-01,0.4051532585542853
2001-06-02,0.2685221683168643
2001-06-03,0.2331248118900469
2001-06-04,0.27731309904124923
2001-06-05,0.2854717074770525
2001-06-06,0.15247697632321552
2001-06-07,0.19339895878941069
2001-06-08,0.2790231946400554
2001-06-09,0.12412432818921648
2001-06-10,0.10787876167031149
2001-06-11,0.13355880560390523
2001-06-12,0.22762448123147486
2001-06-13,0.23095184202170305
2001-06-14,0.2109035773784463
2001-06-15,0.16109347472194388
2001-06-16,0.08852574826965315
2001-06-17,0.09631866128558231
2001-06-18,0.11390551358004547
2001-06-19,0.1901569481939172
2001-06-20,0.41672208055028437
2001-06-21,0.3703284236268109
2001-06-22,0.27862573087225767
2001-06-23,0.3248181636819396
2001-06-24,0.23024955626619567
